API,year,month,oil
A_30015421720000,2018,MAR,22165
A_30015421720000,2018,APR,18460
A_30015421720000,2018,MAY,14513
A_30015421730000,2017,SEP,38440
A_30015421730000,2017,OCT,46322
A_30015421730000,2017,NOV,43122
A_30015421730000,2017,DEC,37271
A_30015421730000,2018,JAN,32114
A_30015421730000,2018,FEB,24167
A_30015421730000,2018,MAR,20769
A_30015421730000,2018,APR,15675
A_30015421730000,2018,MAY,11434
A_30015421750000,2015,JAN,1948
A_30015421750000,2015,FEB,32629
A_30015421750000,2015,MAR,39318
A_30015421750000,2015,APR,32287
A_30015421750000,2015,MAY,24217
A_30015421750000,2015,JUN,19386
A_30015421750000,2015,JUL,14099
A_30015421750000,2015,AUG,16197
A_30015421750000,2015,SEP,11701
A_30015421750000,2015,OCT,10034
A_30015421750000,2015,NOV,8466
A_30015421750000,2015,DEC,6536
A_30015421750000,2016,JAN,7551
A_30015421750000,2016,FEB,7040
A_30015421750000,2016,MAR,5532
A_30015421750000,2016,APR,6610
A_30015421750000,2016,MAY,4510
A_30015421750000,2016,JUN,5079
A_30015421750000,2016,JUL,5312
A_30015421750000,2016,AUG,5076
A_30015421750000,2016,SEP,4822
A_30015421750000,2016,OCT,4705
A_30015421750000,2016,NOV,4347
A_30015421750000,2016,DEC,4136
A_30015421750000,2017,JAN,4095
A_30015421750000,2017,FEB,3672
A_30015421750000,2017,MAR,3669
A_30015421750000,2017,APR,3369
A_30015421750000,2017,MAY,2988
A_30015421750000,2017,JUN,2688
A_30015421750000,2017,JUL,3346
A_30015421750000,2017,AUG,1136
A_30015421750000,2017,SEP,3116
A_30015421750000,2017,OCT,4713
A_30015421750000,2017,NOV,3684
A_30015421750000,2017,DEC,3308
A_30015421750000,2018,JAN,3226
A_30015421750000,2018,FEB,2783
A_30015421750000,2018,MAR,2906
A_30015421750000,2018,APR,2641
A_30015421750000,2018,MAY,2190
A_30015421800000,2017,JAN,128
A_30015421800000,2017,FEB,35165
A_30015421800000,2017,MAR,45379
A_30015421800000,2017,APR,39832
A_30015421800000,2017,MAY,30595
A_30015421800000,2017,JUN,23648
A_30015421800000,2017,JUL,19566
A_30015421800000,2017,AUG,15856
A_30015421800000,2017,SEP,12386
A_30015421800000,2017,OCT,6936
A_30015421800000,2017,NOV,11431
A_30015421800000,2017,DEC,11527
A_30015421800000,2018,JAN,10293
A_30015421800000,2018,FEB,6559
A_30015421800000,2018,MAR,6314
A_30015421800000,2018,APR,4553
A_30015421800000,2018,MAY,4164
A_30015421810000,2017,JAN,687
A_30015421810000,2017,FEB,28464
A_30015421810000,2017,MAR,42995
A_30015421810000,2017,APR,35877
A_30015421810000,2017,MAY,23568
A_30015421810000,2017,JUN,22366
A_30015421810000,2017,JUL,18939
A_30015421810000,2017,AUG,15403
A_30015421810000,2017,SEP,12568
A_30015421810000,2017,OCT,6232
A_30015421810000,2017,NOV,11389
A_30015421810000,2017,DEC,11669
A_30015421810000,2018,JAN,9625
A_30015421810000,2018,FEB,7035
A_30015421810000,2018,MAR,7297
A_30015421810000,2018,APR,6436
A_30015421810000,2018,MAY,6211
A_30015421820000,2017,NOV,12542
A_30015421820000,2017,DEC,37429
A_30015421820000,2018,JAN,34051
A_30015421820000,2018,FEB,23634
A_30015421820000,2018,MAR,21810
A_30015421820000,2018,APR,16141
A_30015421820000,2018,MAY,12802
A_30015421860000,2015,FEB,5760
A_30015421860000,2015,MAR,8844
A_30015421860000,2015,APR,6067
A_30015421860000,2015,MAY,4471
A_30015421860000,2015,JUN,3274
A_30015421860000,2015,JUL,3344
A_30015421860000,2015,AUG,3112
A_30015421860000,2015,SEP,2678
A_30015421860000,2015,OCT,2348
A_30015421860000,2015,NOV,1768
A_30015421860000,2015,DEC,2275
A_30015421860000,2016,JAN,2995
A_30015421860000,2016,FEB,3346
A_30015421860000,2016,MAR,3290
A_30015421860000,2016,APR,3231
A_30015421860000,2016,MAY,3130
A_30015421860000,2016,JUN,2074
A_30015421860000,2016,JUL,2197
A_30015421860000,2016,AUG,1575
A_30015421860000,2016,SEP,1492
A_30015421860000,2016,OCT,1522
A_30015421860000,2016,NOV,1380
A_30015421860000,2016,DEC,1458
A_30015421860000,2017,JAN,1607
A_30015421860000,2017,FEB,1632
A_30015421860000,2017,MAR,1966
A_30015421860000,2017,APR,1966
A_30015421860000,2017,MAY,1503
A_30015421860000,2017,JUN,1164
A_30015421860000,2017,JUL,1420
A_30015421860000,2017,AUG,1280
A_30015421860000,2017,SEP,1317
A_30015421860000,2017,OCT,1335
A_30015421860000,2017,NOV,1085
A_30015421860000,2017,DEC,1286
A_30015421860000,2018,JAN,1180
A_30015421860000,2018,FEB,870
A_30015421860000,2018,MAR,1048
A_30015421860000,2018,APR,1005
A_30015421860000,2018,MAY,1012
A_30015421880000,2015,FEB,1961
A_30015421880000,2015,MAR,2603
A_30015421880000,2015,APR,1594
A_30015421880000,2015,MAY,1444
A_30015421880000,2015,JUN,960
A_30015421880000,2015,JUL,664
A_30015421880000,2015,AUG,866
A_30015421880000,2015,SEP,733
A_30015421880000,2015,OCT,632
A_30015421880000,2015,NOV,711
A_30015421880000,2015,DEC,707
A_30015421880000,2016,JAN,691
A_30015421880000,2016,FEB,615
A_30015421880000,2016,MAR,679
A_30015421880000,2016,APR,602
A_30015421880000,2016,MAY,657
A_30015421880000,2016,JUN,601
A_30015421880000,2016,JUL,596
A_30015421880000,2016,AUG,603
A_30015421880000,2016,SEP,529
A_30015421880000,2016,OCT,554
A_30015421880000,2016,NOV,526
A_30015421880000,2016,DEC,541
A_30015421880000,2017,JAN,513
A_30015421880000,2017,FEB,435
A_30015421880000,2017,MAR,383
A_30015421880000,2017,APR,290
A_30015421880000,2017,MAY,236
A_30015421880000,2017,JUN,211
A_30015421880000,2017,JUL,236
A_30015421880000,2017,AUG,238
A_30015421880000,2017,SEP,214
A_30015421880000,2017,OCT,160
A_30015421880000,2017,NOV,132
A_30015421880000,2017,DEC,104
A_30015421880000,2018,JAN,71
A_30015421880000,2018,FEB,60
A_30015421880000,2018,MAR,67
A_30015421880000,2018,APR,50
A_30015421880000,2018,MAY,30
A_30015422120000,2016,MAR,1665
A_30015422120000,2016,APR,1487
A_30015422120000,2016,MAY,1189
A_30015422120000,2016,JUN,1539
A_30015422120000,2016,JUL,912
A_30015422120000,2016,AUG,577
A_30015422120000,2016,SEP,581
A_30015422120000,2016,OCT,696
A_30015422120000,2016,NOV,579
A_30015422120000,2016,DEC,494
A_30015422120000,2017,JAN,479
A_30015422120000,2017,FEB,517
A_30015422120000,2017,MAR,531
A_30015422120000,2017,APR,371
A_30015422120000,2017,MAY,379
A_30015422120000,2017,JUN,242
A_30015422120000,2017,JUL,2611
A_30015422120000,2017,AUG,2561
A_30015422120000,2017,SEP,1679
A_30015422120000,2017,OCT,1311
A_30015422120000,2017,NOV,979
A_30015422120000,2017,DEC,927
A_30015422120000,2018,JAN,866
A_30015422120000,2018,FEB,960
A_30015422120000,2018,MAR,904
A_30015422120000,2018,APR,777
A_30015422120000,2018,MAY,715
A_30015422230000,2017,MAY,5323
A_30015422230000,2017,JUN,9607
A_30015422230000,2017,JUL,9292
A_30015422230000,2017,AUG,9247
A_30015422230000,2017,SEP,8697
A_30015422230000,2017,OCT,7483
A_30015422230000,2017,NOV,5329
A_30015422230000,2017,DEC,6065
A_30015422230000,2018,JAN,5278
A_30015422230000,2018,FEB,4637
A_30015422230000,2018,MAR,4595
A_30015422230000,2018,APR,4206
A_30015422230000,2018,MAY,3971
A_30015422240000,2015,JUN,99
A_30015422240000,2015,JUL,1193
A_30015422240000,2015,AUG,815
A_30015422240000,2015,SEP,211
A_30015422240000,2016,JAN,12
A_30015422240000,2016,MAY,0
A_30015422240000,2016,JUN,135
A_30015422240000,2016,SEP,42
A_30015422240000,2017,JAN,1299
A_30015422240000,2017,FEB,619
A_30015422240000,2017,MAR,715
A_30015422240000,2017,APR,584
A_30015422240000,2017,MAY,385
A_30015422240000,2017,JUL,0
A_30015422240000,2017,AUG,849
A_30015422240000,2017,SEP,485
A_30015422240000,2017,OCT,401
A_30015422240000,2017,NOV,382
A_30015422240000,2017,DEC,376
A_30015422240000,2018,JAN,376
A_30015422240000,2018,FEB,232
A_30015422240000,2018,MAR,310
A_30015422240000,2018,APR,263
A_30015422240000,2018,MAY,276
A_30015422260000,2015,JAN,1870
A_30015422260000,2015,FEB,2327
A_30015422260000,2015,MAR,1027
A_30015422260000,2015,APR,1168
A_30015422260000,2015,MAY,1080
A_30015422260000,2015,JUN,1025
A_30015422260000,2015,JUL,996
A_30015422260000,2015,AUG,719
A_30015422260000,2015,SEP,781
A_30015422260000,2015,OCT,773
A_30015422260000,2015,NOV,731
A_30015422260000,2015,DEC,703
A_30015422260000,2016,JAN,701
A_30015422260000,2016,FEB,544
A_30015422260000,2016,MAR,1008
A_30015422260000,2016,APR,1677
A_30015422260000,2016,MAY,1904
A_30015422260000,2016,JUN,1814
A_30015422260000,2016,JUL,1881
A_30015422260000,2016,AUG,1503
A_30015422260000,2016,SEP,1277
A_30015422260000,2016,OCT,1315
A_30015422260000,2016,NOV,1250
A_30015422260000,2016,DEC,1219
A_30015422260000,2017,JAN,1048
A_30015422260000,2017,FEB,766
A_30015422260000,2017,MAR,866
A_30015422260000,2017,APR,568
A_30015422260000,2017,MAY,636
A_30015422260000,2017,JUN,724
A_30015422260000,2017,JUL,852
A_30015422260000,2017,AUG,587
A_30015422260000,2017,SEP,437
A_30015422260000,2017,OCT,467
A_30015422260000,2017,NOV,465
A_30015422260000,2017,DEC,469
A_30015422260000,2018,JAN,466
A_30015422260000,2018,FEB,372
A_30015422260000,2018,MAR,279
A_30015422260000,2018,APR,246
A_30015422260000,2018,MAY,246
A_30015422360000,2016,JAN,10298
A_30015422360000,2016,FEB,15300
A_30015422360000,2016,MAR,12582
A_30015422360000,2016,APR,8805
A_30015422360000,2016,MAY,7944
A_30015422360000,2016,JUN,6227
A_30015422360000,2016,JUL,4551
A_30015422360000,2016,AUG,4178
A_30015422360000,2016,SEP,3799
A_30015422360000,2016,OCT,4460
A_30015422360000,2016,NOV,3178
A_30015422360000,2016,DEC,2459
A_30015422360000,2017,JAN,2708
A_30015422360000,2017,FEB,2894
A_30015422360000,2017,MAR,3117
A_30015422360000,2017,APR,2952
A_30015422360000,2017,MAY,2761
A_30015422360000,2017,JUN,2365
A_30015422360000,2017,JUL,2407
A_30015422360000,2017,AUG,2242
A_30015422360000,2017,SEP,2094
A_30015422360000,2017,OCT,2052
A_30015422360000,2017,NOV,2044
A_30015422360000,2017,DEC,1568
A_30015422360000,2018,JAN,1754
A_30015422360000,2018,FEB,1532
A_30015422360000,2018,MAR,1751
A_30015422360000,2018,APR,1684
A_30015422360000,2018,MAY,1553
A_30015422380000,2016,JAN,10437
A_30015422380000,2016,FEB,21183
A_30015422380000,2016,MAR,11055
A_30015422380000,2016,APR,8399
A_30015422380000,2016,MAY,7285
A_30015422380000,2016,JUN,6947
A_30015422380000,2016,JUL,5277
A_30015422380000,2016,AUG,5629
A_30015422380000,2016,SEP,4945
A_30015422380000,2016,OCT,4634
A_30015422380000,2016,NOV,3110
A_30015422380000,2016,DEC,3659
A_30015422380000,2017,JAN,2388
A_30015422380000,2017,FEB,3179
A_30015422380000,2017,MAR,3221
A_30015422380000,2017,APR,3052
A_30015422380000,2017,MAY,2913
A_30015422380000,2017,JUN,2797
A_30015422380000,2017,JUL,2608
A_30015422380000,2017,AUG,2491
A_30015422380000,2017,SEP,2290
A_30015422380000,2017,OCT,2210
A_30015422380000,2017,NOV,2359
A_30015422380000,2017,DEC,1944
A_30015422380000,2018,JAN,1999
A_30015422380000,2018,FEB,1802
A_30015422380000,2018,MAR,1881
A_30015422380000,2018,APR,1714
A_30015422380000,2018,MAY,1588
A_30015422470000,2015,JAN,0
A_30015422470000,2015,FEB,969
A_30015422470000,2015,MAR,2763
A_30015422470000,2015,APR,1948
A_30015422470000,2015,MAY,1932
A_30015422470000,2015,JUN,1695
A_30015422470000,2015,JUL,1357
A_30015422470000,2015,AUG,1207
A_30015422470000,2015,SEP,1356
A_30015422470000,2015,OCT,1211
A_30015422470000,2015,NOV,1198
A_30015422470000,2015,DEC,1003
A_30015422470000,2016,JAN,699
A_30015422470000,2016,FEB,795
A_30015422470000,2016,MAR,1427
A_30015422470000,2016,APR,1474
A_30015422470000,2016,MAY,1104
A_30015422470000,2016,JUN,954
A_30015422470000,2016,JUL,847
A_30015422470000,2016,AUG,788
A_30015422470000,2016,SEP,813
A_30015422470000,2016,OCT,608
A_30015422470000,2016,NOV,733
A_30015422470000,2016,DEC,862
A_30015422470000,2017,JAN,727
A_30015422470000,2017,FEB,752
A_30015422470000,2017,MAR,661
A_30015422470000,2017,APR,808
A_30015422470000,2017,MAY,584
A_30015422470000,2017,JUN,531
A_30015422470000,2017,JUL,626
A_30015422470000,2017,AUG,437
A_30015422470000,2017,SEP,421
A_30015422470000,2017,OCT,569
A_30015422470000,2017,NOV,564
A_30015422470000,2017,DEC,419
A_30015422470000,2018,JAN,467
A_30015422470000,2018,FEB,477
A_30015422470000,2018,MAR,538
A_30015422470000,2018,APR,405
A_30015422470000,2018,MAY,515
A_30015422640000,2016,SEP,0
A_30015422640000,2016,OCT,8731
A_30015422640000,2016,NOV,30240
A_30015422640000,2016,DEC,19141
A_30015422640000,2017,JAN,14405
A_30015422640000,2017,FEB,8607
A_30015422640000,2017,MAR,7205
A_30015422640000,2017,APR,3145
A_30015422640000,2017,MAY,2553
A_30015422640000,2017,JUN,3573
A_30015422640000,2017,JUL,3990
A_30015422640000,2017,AUG,2814
A_30015422640000,2017,SEP,1975
A_30015422640000,2017,OCT,1471
A_30015422640000,2017,NOV,1440
A_30015422640000,2017,DEC,1552
A_30015422640000,2018,JAN,726
A_30015422640000,2018,FEB,0
A_30015422640000,2018,MAR,2
A_30015422640000,2018,APR,49
A_30015422640000,2018,MAY,379
A_30015422700000,2015,AUG,12449
A_30015422700000,2015,SEP,9407
A_30015422700000,2015,OCT,5691
A_30015422700000,2015,NOV,3787
A_30015422700000,2015,DEC,1994
A_30015422700000,2016,JAN,0
A_30015422700000,2016,MAY,2847
A_30015422700000,2016,JUN,3402
A_30015422700000,2016,JUL,2554
A_30015422700000,2016,AUG,2533
A_30015422700000,2016,SEP,2143
A_30015422700000,2016,OCT,1933
A_30015422700000,2016,NOV,1738
A_30015422700000,2016,DEC,1400
A_30015422700000,2017,JAN,1227
A_30015422700000,2017,FEB,1837
A_30015422700000,2017,MAR,1324
A_30015422700000,2017,APR,1171
A_30015422700000,2017,MAY,1028
A_30015422700000,2017,JUN,1011
A_30015422700000,2017,JUL,1139
A_30015422700000,2017,AUG,948
A_30015422700000,2017,SEP,909
A_30015422700000,2017,OCT,1124
A_30015422700000,2017,NOV,1005
A_30015422700000,2017,DEC,603
A_30015422700000,2018,JAN,861
A_30015422700000,2018,FEB,915
A_30015422700000,2018,MAR,862
A_30015422700000,2018,APR,760
A_30015422700000,2018,MAY,429
A_30015422730000,2015,NOV,37281
A_30015422730000,2015,DEC,30022
A_30015422730000,2016,JAN,22520
A_30015422730000,2016,FEB,22029
A_30015422730000,2016,MAR,15721
A_30015422730000,2016,APR,13383
A_30015422730000,2016,MAY,11181
A_30015422730000,2016,JUN,8409
A_30015422730000,2016,JUL,8709
A_30015422730000,2016,AUG,7984
A_30015422730000,2016,SEP,7342
A_30015422730000,2016,OCT,6145
A_30015422730000,2016,NOV,4998
A_30015422730000,2016,DEC,4992
A_30015422730000,2017,JAN,4889
A_30015422730000,2017,FEB,4004
A_30015422730000,2017,MAR,4740
A_30015422730000,2017,APR,3952
A_30015422730000,2017,MAY,4064
A_30015422730000,2017,JUN,2634
A_30015422730000,2017,JUL,3206
A_30015422730000,2017,AUG,4682
A_30015422730000,2017,SEP,3741
A_30015422730000,2017,OCT,3828
A_30015422730000,2017,NOV,3066
A_30015422730000,2017,DEC,3215
A_30015422730000,2018,JAN,3448
A_30015422730000,2018,FEB,2915
A_30015422730000,2018,MAR,3440
A_30015422730000,2018,APR,3085
A_30015422730000,2018,MAY,3274
A_30015422810000,2016,MAR,10395
A_30015422810000,2016,APR,9112
A_30015422810000,2016,MAY,6590
A_30015422810000,2016,JUN,4478
A_30015422810000,2016,JUL,4038
A_30015422810000,2016,AUG,3185
A_30015422810000,2016,SEP,2604
A_30015422810000,2016,OCT,2500
A_30015422810000,2016,NOV,2218
A_30015422810000,2016,DEC,1882
A_30015422810000,2017,JAN,1995
A_30015422810000,2017,FEB,1690
A_30015422810000,2017,MAR,1771
A_30015422810000,2017,APR,1732
A_30015422810000,2017,MAY,1592
A_30015422810000,2017,JUN,1377
A_30015422810000,2017,JUL,1466
A_30015422810000,2017,AUG,1239
A_30015422810000,2017,SEP,581
A_30015422810000,2017,OCT,964
A_30015422810000,2017,NOV,1440
A_30015422810000,2017,DEC,987
A_30015422810000,2018,JAN,1146
A_30015422810000,2018,FEB,1120
A_30015422810000,2018,MAR,1105
A_30015422810000,2018,APR,1035
A_30015422810000,2018,MAY,838
A_30015422820000,2018,APR,24040
A_30015422820000,2018,MAY,22264
A_30015422850000,2015,JAN,8998
A_30015422850000,2015,FEB,6865
A_30015422850000,2015,MAR,6174
A_30015422850000,2015,APR,4189
A_30015422850000,2015,MAY,3459
A_30015422850000,2015,JUN,2845
A_30015422850000,2015,JUL,2170
A_30015422850000,2015,AUG,2457
A_30015422850000,2015,SEP,2032
A_30015422850000,2015,OCT,1970
A_30015422850000,2015,NOV,1686
A_30015422850000,2015,DEC,984
A_30015422850000,2016,JAN,0
A_30015422850000,2016,MAY,2780
A_30015422850000,2016,JUN,1480
A_30015422850000,2016,JUL,1680
A_30015422850000,2016,AUG,1604
A_30015422850000,2016,SEP,1405
A_30015422850000,2016,OCT,1414
A_30015422850000,2016,NOV,1261
A_30015422850000,2016,DEC,842
A_30015422850000,2017,JAN,1714
A_30015422850000,2017,FEB,908
A_30015422850000,2017,MAR,1195
A_30015422850000,2017,APR,1257
A_30015422850000,2017,MAY,1393
A_30015422850000,2017,JUN,1107
A_30015422850000,2017,JUL,1106
A_30015422850000,2017,AUG,1013
A_30015422850000,2017,SEP,603
A_30015422850000,2017,OCT,783
A_30015422850000,2017,NOV,1451
A_30015422850000,2017,DEC,1268
A_30015422850000,2018,JAN,897
A_30015422850000,2018,FEB,740
A_30015422850000,2018,MAR,0
A_30015422850000,2018,APR,395
A_30015422850000,2018,MAY,355
A_30015422900000,2015,FEB,11055
A_30015422900000,2015,MAR,13469
A_30015422900000,2015,APR,12044
A_30015422900000,2015,MAY,10109
A_30015422900000,2015,JUN,7205
A_30015422900000,2015,JUL,5172
A_30015422900000,2015,AUG,5046
A_30015422900000,2015,SEP,3641
A_30015422900000,2015,OCT,4392
A_30015422900000,2015,NOV,3666
A_30015422900000,2015,DEC,4069
A_30015422900000,2016,JAN,1796
A_30015422900000,2016,FEB,3019
A_30015422900000,2016,MAR,2455
A_30015422900000,2016,APR,1759
A_30015422900000,2016,MAY,3034
A_30015422900000,2016,JUN,2697
A_30015422900000,2016,JUL,2336
A_30015422900000,2016,AUG,1760
A_30015422900000,2016,SEP,1909
A_30015422900000,2016,OCT,1676
A_30015422900000,2016,NOV,2064
A_30015422900000,2016,DEC,1775
A_30015422900000,2017,JAN,2486
A_30015422900000,2017,FEB,1626
A_30015422910000,2017,APR,11485
A_30015422910000,2017,MAY,17383
A_30015422910000,2017,JUN,6838
A_30015422910000,2017,JUL,10258
A_30015422910000,2017,AUG,8684
A_30015422910000,2017,SEP,7952
A_30015422910000,2017,OCT,6824
A_30015422910000,2017,NOV,5541
A_30015422910000,2017,DEC,5518
A_30015422910000,2018,JAN,4203
A_30015422910000,2018,FEB,4973
A_30015422910000,2018,MAR,0
A_30015422910000,2018,APR,3586
A_30015422910000,2018,MAY,3573
A_30015422930000,2015,SEP,1183
A_30015422930000,2015,OCT,3185
A_30015422930000,2015,NOV,4646
A_30015422930000,2015,DEC,2337
A_30015422930000,2016,JAN,3169
A_30015422930000,2016,FEB,11190
A_30015422930000,2016,MAR,11015
A_30015422930000,2016,APR,7124
A_30015422930000,2016,MAY,5389
A_30015422930000,2016,JUN,2976
A_30015422930000,2016,JUL,4881
A_30015422930000,2016,AUG,2369
A_30015422930000,2016,SEP,2435
A_30015422930000,2016,OCT,2096
A_30015422930000,2016,NOV,3196
A_30015422930000,2016,DEC,1494
A_30015422930000,2017,JAN,2774
A_30015422930000,2017,FEB,3435
A_30015423120000,2016,MAR,477
A_30015423120000,2016,APR,45
A_30015423120000,2017,MAR,825
A_30015423120000,2017,APR,3777
A_30015423120000,2017,MAY,3856
A_30015423120000,2017,JUN,3508
A_30015423120000,2017,JUL,2526
A_30015423120000,2017,AUG,1666
A_30015423120000,2017,SEP,1626
A_30015423120000,2017,OCT,1216
A_30015423120000,2017,NOV,981
A_30015423120000,2017,DEC,1231
A_30015423120000,2018,JAN,1108
A_30015423120000,2018,FEB,862
A_30015423120000,2018,MAR,854
A_30015423120000,2018,APR,682
A_30015423120000,2018,MAY,825
A_30015423160000,2015,APR,10377
A_30015423160000,2015,MAY,6234
A_30015423160000,2015,JUN,2590
A_30015423160000,2015,JUL,2716
A_30015423160000,2015,AUG,3561
A_30015423160000,2015,SEP,4246
A_30015423160000,2015,OCT,3012
A_30015423160000,2015,NOV,840
A_30015423160000,2015,DEC,1726
A_30015423160000,2016,JAN,77
A_30015423160000,2016,FEB,1420
A_30015423160000,2016,MAR,2532
A_30015423160000,2016,APR,2636
A_30015423160000,2016,MAY,1726
A_30015423160000,2016,JUN,1442
A_30015423160000,2016,JUL,1710
A_30015423160000,2016,AUG,704
A_30015423160000,2016,SEP,1426
A_30015423160000,2016,OCT,1364
A_30015423160000,2016,NOV,967
A_30015423160000,2016,DEC,1071
A_30015423160000,2017,JAN,873
A_30015423160000,2017,FEB,842
A_30015423160000,2017,MAR,739
A_30015423160000,2017,APR,284
A_30015423160000,2017,MAY,346
A_30015423160000,2017,JUN,381
A_30015423160000,2017,JUL,366
A_30015423160000,2017,AUG,485
A_30015423160000,2017,SEP,348
A_30015423160000,2017,OCT,424
A_30015423160000,2017,NOV,236
A_30015423160000,2017,DEC,473
A_30015423160000,2018,JAN,452
A_30015423160000,2018,FEB,202
A_30015423160000,2018,MAR,427
A_30015423160000,2018,APR,297
A_30015423160000,2018,MAY,310
A_30015423180000,2015,APR,11682
A_30015423180000,2015,MAY,10043
A_30015423180000,2015,JUN,1129
A_30015423180000,2015,JUL,417
A_30015423180000,2015,AUG,13831
A_30015423180000,2015,SEP,12700
A_30015423180000,2015,OCT,10462
A_30015423180000,2015,NOV,6764
A_30015423180000,2015,DEC,9777
A_30015423180000,2016,JAN,10425
A_30015423180000,2016,FEB,6662
A_30015423180000,2016,MAR,8407
A_30015423180000,2016,APR,7782
A_30015423180000,2016,MAY,6396
A_30015423180000,2016,JUN,5772
A_30015423180000,2016,JUL,3751
A_30015423180000,2016,AUG,4345
A_30015423180000,2016,SEP,3843
A_30015423180000,2016,OCT,2335
A_30015423180000,2016,NOV,3711
A_30015423180000,2016,DEC,3576
A_30015423180000,2017,JAN,991
A_30015423180000,2017,FEB,2799
A_30015423180000,2017,MAR,2315
A_30015423180000,2017,APR,2142
A_30015423180000,2017,MAY,2498
A_30015423180000,2017,JUN,2153
A_30015423180000,2017,JUL,2199
A_30015423180000,2017,AUG,1015
A_30015423180000,2017,SEP,2558
A_30015423180000,2017,OCT,2835
A_30015423180000,2017,NOV,2902
A_30015423180000,2017,DEC,2653
A_30015423180000,2018,JAN,1671
A_30015423180000,2018,FEB,1631
A_30015423180000,2018,MAR,2347
A_30015423180000,2018,APR,2347
A_30015423180000,2018,MAY,1568
A_30015423210000,2015,APR,0
A_30015423210000,2015,MAY,24650
A_30015423210000,2015,JUN,20166
A_30015423210000,2015,JUL,17939
A_30015423210000,2015,AUG,1246
A_30015423210000,2015,OCT,14865
A_30015423210000,2015,NOV,11659
A_30015423210000,2015,DEC,7100
A_30015423210000,2016,JAN,10261
A_30015423210000,2016,FEB,12694
A_30015423210000,2016,MAR,11924
A_30015423210000,2016,APR,10930
A_30015423210000,2016,MAY,9151
A_30015423210000,2016,JUN,6302
A_30015423210000,2016,JUL,8564
A_30015423210000,2016,AUG,7116
A_30015423210000,2016,SEP,6825
A_30015423210000,2016,OCT,5808
A_30015423210000,2016,NOV,6104
A_30015423210000,2016,DEC,5211
A_30015423210000,2017,JAN,4036
A_30015423210000,2017,FEB,4566
A_30015423210000,2017,MAR,4485
A_30015423210000,2017,APR,4526
A_30015423210000,2017,MAY,3940
A_30015423210000,2017,JUN,3960
A_30015423210000,2017,JUL,4160
A_30015423210000,2017,AUG,3406
A_30015423210000,2017,SEP,2207
A_30015423210000,2017,OCT,4676
A_30015423210000,2017,NOV,3560
A_30015423210000,2017,DEC,3511
A_30015423210000,2018,JAN,3246
A_30015423210000,2018,FEB,3238
A_30015423210000,2018,MAR,3024
A_30015423210000,2018,APR,2618
A_30015423210000,2018,MAY,3325
A_30015423250000,2015,JAN,1722
A_30015423250000,2015,FEB,4473
A_30015423250000,2015,MAR,3097
A_30015423250000,2015,APR,1526
A_30015423250000,2015,MAY,737
A_30015423250000,2015,JUN,1216
A_30015423250000,2015,JUL,1686
A_30015423250000,2015,AUG,1358
A_30015423250000,2015,SEP,1257
A_30015423250000,2015,OCT,984
A_30015423250000,2015,NOV,613
A_30015423250000,2015,DEC,539
A_30015423250000,2016,JAN,584
A_30015423250000,2016,FEB,584
A_30015423250000,2016,MAR,467
A_30015423250000,2016,APR,559
A_30015423250000,2016,MAY,544
A_30015423250000,2016,JUN,507
A_30015423250000,2016,JUL,590
A_30015423250000,2016,AUG,483
A_30015423250000,2016,SEP,428
A_30015423250000,2016,OCT,321
A_30015423250000,2016,NOV,573
A_30015423250000,2016,DEC,405
A_30015423250000,2017,JAN,553
A_30015423250000,2017,FEB,484
A_30015423250000,2017,MAR,534
A_30015423250000,2017,APR,409
A_30015423250000,2017,MAY,453
A_30015423250000,2017,JUN,357
A_30015423250000,2017,JUL,328
A_30015423250000,2017,AUG,342
A_30015423250000,2017,SEP,380
A_30015423250000,2017,OCT,363
A_30015423250000,2017,NOV,567
A_30015423250000,2017,DEC,287
A_30015423250000,2018,JAN,447
A_30015423250000,2018,FEB,467
A_30015423250000,2018,MAR,566
A_30015423250000,2018,APR,356
A_30015423250000,2018,MAY,368
A_30015423270000,2015,JAN,690
A_30015423270000,2015,FEB,12366
A_30015423270000,2015,MAR,13928
A_30015423270000,2015,APR,12759
A_30015423270000,2015,MAY,9704
A_30015423270000,2015,JUN,7057
A_30015423270000,2015,JUL,6299
A_30015423270000,2015,AUG,5566
A_30015423270000,2015,SEP,4704
A_30015423270000,2015,OCT,4527
A_30015423270000,2015,NOV,4205
A_30015423270000,2015,DEC,3436
A_30015423270000,2016,JAN,3977
A_30015423270000,2016,FEB,3423
A_30015423270000,2016,MAR,3249
A_30015423270000,2016,APR,3295
A_30015423270000,2016,MAY,2913
A_30015423270000,2016,JUN,2764
A_30015423270000,2016,JUL,2601
A_30015423270000,2016,AUG,2508
A_30015423270000,2016,SEP,2445
A_30015423270000,2016,OCT,2411
A_30015423270000,2016,NOV,2088
A_30015423270000,2016,DEC,2079
A_30015423270000,2017,JAN,2469
A_30015423270000,2017,FEB,2211
A_30015423270000,2017,MAR,2156
A_30015423270000,2017,APR,1963
A_30015423270000,2017,MAY,1769
A_30015423270000,2017,JUN,1743
A_30015423270000,2017,JUL,828
A_30015423270000,2017,AUG,1224
A_30015423270000,2017,SEP,1327
A_30015423270000,2017,OCT,1786
A_30015423270000,2017,NOV,1854
A_30015423270000,2017,DEC,1689
A_30015423270000,2018,JAN,1214
A_30015423270000,2018,MAR,301
